Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Day,Day_name,week,month,Total Claim Amount
AL78075,Oregon,0,3,High School or Below,2/13/11,1,0,2,Single,L2,Offer2,Branch,Four-Door Car,2,3810.238281,0,108,7,57,0,1,6,Sunday,6,2,777.6
WA97671,Arizona,0,1,Bachelor,1/17/11,1,0,2,Single,L1,Offer1,Branch,Four-Door Car,2,6334.466403,0,63,1,21,0,2,0,Monday,3,1,302.4
QZ77637,Washington,0,1,College,2/6/11,3,1,1,Married,L1,Offer1,Agent,Four-Door Car,3,11665.09779,84978,72,12,51,1,2,6,Sunday,5,2,166.77296
FP11777,California,1,3,Higher Education,1/18/11,3,0,2,Divorced,L2,Offer2,Agent,Luxury,2,10972.06778,24164,137,2,40,0,5,1,Tuesday,3,1,657.6
ID45268,California,0,3,College,1/8/11,1,1,2,Married,L3,Offer2,Web,Four-Door Car,2,6006.963446,0,80,5,10,0,8,5,Saturday,1,1,488.910614
AX86150,Washington,0,1,High School or Below,2/9/11,3,0,1,Single,L1,Offer4,Agent,Two-Door Car,2,2656.713092,62777,67,34,32,0,1,2,Wednesday,6,2,101.288069
MW57614,Arizona,1,1,Bachelor,1/11/11,2,1,2,Divorced,L2,Offer1,Web,Four-Door Car,2,2359.423599,19864,63,22,96,0,1,1,Tuesday,2,1,352.394515
TJ30081,Arizona,1,1,Bachelor,2/10/11,3,0,2,Single,L2,Offer1,Call Center,SUV,2,12036.62051,44428,104,17,61,0,2,3,Thursday,6,2,499.2
FW44940,California,0,1,Bachelor,2/10/11,2,1,2,Divorced,L1,Offer3,Web,Luxury,2,8467.387317,21139,113,15,93,0,5,3,Thursday,6,2,656.798232
CS55808,California,0,3,College,1/30/11,1,0,2,Single,L3,Offer3,Branch,Four-Door Car,2,9392.557553,0,88,4,52,0,2,6,Sunday,4,1,851.146266
WZ61178,California,0,1,Bachelor,1/5/11,2,1,2,Married,L2,Offer1,Branch,Two-Door Car,1,5227.230377,11896,69,29,57,0,5,2,Wednesday,1,1,476.254583
IV55977,Oregon,0,1,Bachelor,2/11/11,1,0,2,Married,L3,Offer2,Web,Two-Door Car,1,2693.75925,0,73,35,87,1,1,4,Friday,6,2,350.4
YC67208,California,1,1,High School or Below,1/5/11,2,0,2,Married,L3,Offer3,Web,Four-Door Car,2,2227.072755,27972,61,7,38,0,1,2,Wednesday,1,1,292.8
LZ89773,California,0,1,Higher Education,2/17/11,1,0,2,Married,L3,Offer3,Agent,Four-Door Car,1,2326.864833,0,62,26,98,0,1,3,Thursday,7,2,624.711448
IP52990,Oregon,0,1,High School or Below,2/24/11,3,1,3,Married,L3,Offer2,Web,SUV,2,16794.31422,38399,106,12,6,0,2,3,Thursday,8,2,368.890904
VF73104,Arizona,0,1,High School or Below,2/6/11,3,1,1,Married,L3,Offer3,Agent,Four-Door Car,2,5016.827946,20868,63,19,13,0,8,6,Sunday,5,2,134.629643
OC80343,Oregon,0,1,Bachelor,1/4/11,3,0,1,Single,L2,Offer1,Web,SUV,2,7757.924239,49682,101,30,49,0,3,1,Tuesday,1,1,198.84453
EL89222,California,1,1,Bachelor,1/14/11,3,1,3,Married,L3,Offer2,Branch,SUV,2,8609.158215,79090,107,2,74,0,3,4,Friday,2,1,289.040734
QB14114,Oregon,0,3,High School or Below,1/13/11,3,1,3,Single,L3,Offer1,Call Center,Luxury,2,5275.056933,81850,132,1,75,0,1,3,Thursday,2,1,429.860895
HM41195,Arizona,0,3,High School or Below,1/2/11,2,0,2,Married,L3,Offer4,Branch,Four-Door Car,3,5746.32619,22906,76,17,27,0,8,6,Sunday,52,1,519.883102
JT41591,Washington,0,3,College,2/14/11,1,0,2,Single,L1,Offer1,Agent,Four-Door Car,3,2705.987629,0,83,15,85,1,1,0,Monday,7,2,398.4
HE15857,Washington,0,3,Bachelor,2/18/11,3,0,2,Single,L3,Offer1,Call Center,Two-Door Car,2,6186.265217,37138,83,12,1,2,9,4,Friday,7,2,417.28389
KI64666,Nevada,0,1,Bachelor,2/28/11,1,1,2,Single,L2,Offer1,Call Center,Four-Door Car,2,22445.28088,0,71,32,35,0,2,0,Monday,9,2,511.2
JC33752,Oregon,0,3,College,1/21/11,3,1,2,Single,L3,Offer2,Agent,Two-Door Car,3,6277.844624,21024,82,32,8,1,9,4,Friday,3,1,450.129276
JA25453,California,0,3,High School or Below,2/25/11,1,0,2,Single,L2,Offer1,Agent,Four-Door Car,1,7215.821106,0,103,25,80,0,9,4,Friday,8,2,741.6
AJ69778,Oregon,0,3,High School or Below,2/16/11,3,1,1,Divorced,L3,Offer2,Web,Four-Door Car,2,6514.430592,77135,84,3,37,3,8,2,Wednesday,7,2,98.372265
FQ83162,Washington,0,1,College,2/1/11,1,0,2,Divorced,L2,Offer1,Agent,Luxury,2,34708.87261,0,109,3,19,0,2,1,Tuesday,5,2,718.700718
EY89842,Arizona,0,1,Bachelor,2/15/11,1,0,2,Single,L3,Offer1,Call Center,SUV,2,4216.19522,0,114,3,70,0,1,1,Tuesday,7,2,820.8
TG69238,Oregon,0,1,Bachelor,1/8/11,3,1,3,Married,L2,Offer1,Call Center,SUV,1,13158.37206,72845,108,13,28,0,2,5,Saturday,1,1,463.000336
UI63465,Oregon,0,1,High School or Below,1/18/11,3,1,2,Divorced,L1,Offer1,Agent,Four-Door Car,1,2917.539465,51622,74,29,32,0,1,1,Tuesday,3,1,355.2
WX33904,Arizona,0,1,Bachelor,1/17/11,1,0,2,Divorced,L2,Offer1,Branch,Two-Door Car,2,6355.678846,0,61,25,79,0,2,0,Monday,3,1,292.8
HA20933,Oregon,0,1,Bachelor,1/7/11,2,1,2,Married,L2,Offer1,Agent,SUV,2,13269.59942,15616,114,20,96,1,2,4,Friday,1,1,547.2
BU16704,Oregon,0,3,High School or Below,2/8/11,1,1,2,Single,L1,Offer2,Branch,Four-Door Car,3,5880.256499,0,82,31,25,0,8,1,Tuesday,6,2,590.4
JV68002,Washington,1,3,College,1/25/11,2,0,2,Married,L1,Offer1,Agent,Four-Door Car,2,5926.729379,23091,96,28,90,5,5,1,Tuesday,4,1,460.8
PM78410,Oregon,0,1,Bachelor,1/24/11,1,1,2,Single,L3,Offer1,Agent,Two-Door Car,2,4121.252137,0,67,7,8,3,3,0,Monday,4,1,482.4
PU92298,Arizona,0,1,Bachelor,1/27/11,2,1,2,Married,L3,Offer1,Call Center,Four-Door Car,2,7956.152761,22699,74,11,76,4,2,3,Thursday,4,1,355.2
AA16582,Washington,1,1,Bachelor,1/26/11,2,0,2,Divorced,L2,Offer1,Agent,Four-Door Car,2,24127.50402,14072,71,13,3,0,2,2,Wednesday,4,1,511.2
AZ87715,California,0,1,High School or Below,2/15/11,3,1,3,Divorced,L1,Offer3,Branch,Four-Door Car,2,26864.20332,81713,74,0,41,0,2,1,Tuesday,7,2,332.224293
GI89160,California,0,1,Bachelor,1/6/11,3,1,2,Married,L3,Offer2,Call Center,Luxury,2,31934.62164,56516,199,26,46,0,2,3,Thursday,1,1,955.2
WV57813,Oregon,0,1,Bachelor,2/18/11,1,1,2,Single,L2,Offer1,Branch,Four-Door Car,2,5132.684537,0,73,21,31,0,3,4,Friday,7,2,525.6
EW86465,Arizona,0,1,High School or Below,2/7/11,3,0,2,Married,L2,Offer3,Web,Four-Door Car,2,4759.624343,26747,61,11,44,0,3,0,Monday,6,2,404.074203
UW70224,Oregon,0,1,College,1/26/11,3,1,2,Married,L1,Offer2,Call Center,Four-Door Car,1,2637.942355,63422,66,8,68,0,1,2,Wednesday,4,1,355.922452
LU12532,California,1,3,High School or Below,2/19/11,2,1,2,Married,L3,Offer1,Agent,Two-Door Car,1,6503.397049,22081,84,1,9,0,6,5,Saturday,7,2,451.670309
WD48852,Oregon,0,1,College,1/4/11,1,1,2,Single,L2,Offer3,Agent,Luxury,2,12786.66898,0,180,14,70,0,4,1,Tuesday,1,1,1296.0
BH43379,Oregon,0,3,Bachelor,1/2/11,3,1,3,Divorced,L3,Offer3,Branch,Four-Door Car,3,3147.973444,29698,83,17,89,2,1,6,Sunday,52,1,215.884804
GV59387,California,0,1,College,1/8/11,2,1,3,Married,L2,Offer1,Call Center,Two-Door Car,3,5618.485357,24518,74,23,62,0,3,5,Saturday,1,1,241.656325
LQ76410,Arizona,1,3,College,1/5/11,3,0,3,Divorced,L1,Offer2,Call Center,Four-Door Car,2,3230.576665,62873,81,0,41,0,1,2,Wednesday,1,1,207.75186
MF19231,California,0,3,Higher Education,2/22/11,3,0,2,Married,L1,Offer2,Call Center,Four-Door Car,2,7434.675149,28377,94,26,99,0,3,1,Tuesday,8,2,451.2
XS47087,Oregon,0,1,College,1/22/11,2,0,2,Married,L2,Offer1,Agent,SUV,2,11714.78278,21102,100,0,81,0,2,5,Saturday,3,1,480.0
IL56791,Oregon,0,1,Bachelor,2/11/11,1,0,2,Single,L3,Offer2,Agent,Two-Door Car,2,2009.772923,0,65,12,57,2,1,4,Friday,6,2,312.0
UV88036,Nevada,0,3,High School or Below,2/17/11,1,1,2,Married,L3,Offer2,Agent,Four-Door Car,2,6625.472768,0,88,2,43,0,3,3,Thursday,7,2,539.280951
SE76116,California,0,1,Bachelor,1/29/11,3,0,1,Divorced,L2,Offer1,Branch,SUV,2,9567.711298,81410,119,8,86,0,7,5,Saturday,4,1,221.188327
GJ63103,Oregon,0,1,High School or Below,2/6/11,2,1,2,Married,L3,Offer1,Web,Two-Door Car,1,18474.71111,27869,67,18,59,0,2,6,Sunday,5,2,482.4
PL78574,Arizona,1,3,High School or Below,2/27/11,3,0,2,Single,L3,Offer1,Agent,Four-Door Car,2,12157.32992,57449,103,6,28,0,2,6,Sunday,8,2,494.4
NV69875,Oregon,0,1,High School or Below,1/22/11,3,0,1,Married,L2,Offer4,Branch,Four-Door Car,2,2956.358303,40901,74,2,36,0,1,5,Saturday,3,1,13.628274
MC38650,Nevada,0,3,High School or Below,2/2/11,3,0,1,Married,L3,Offer2,Call Center,Two-Door Car,2,3963.394851,88701,99,7,4,0,1,2,Wednesday,5,2,171.830049
No73819,California,0,3,Higher Education,1/15/11,3,1,2,Married,L1,Offer2,Agent,Luxury,3,10896.04838,29365,137,14,78,0,7,5,Saturday,2,1,657.6
OW84864,California,0,3,College,1/31/11,1,1,2,Single,L3,Offer2,Web,Four-Door Car,2,6081.048248,0,82,26,33,0,3,0,Monday,5,1,393.6
BV91898,Arizona,0,1,Bachelor,2/3/11,1,1,2,Single,L1,Offer3,Web,SUV,2,30141.61738,0,103,9,72,0,2,3,Thursday,5,2,1060.310769
WQ54314,Oregon,0,1,Bachelor,1/19/11,3,1,2,Married,L1,Offer1,Agent,Four-Door Car,1,5737.233278,56455,73,17,5,2,8,2,Wednesday,3,1,350.4
NM57315,California,1,1,Bachelor,1/17/11,3,0,2,Divorced,L3,Offer2,Call Center,Two-Door Car,1,16979.79757,35095,73,25,56,0,2,0,Monday,3,1,525.6
JB51220,Oregon,0,3,High School or Below,2/15/11,1,1,2,Single,L2,Offer1,Call Center,Luxury,2,10915.35877,0,155,9,62,1,8,1,Tuesday,7,2,1116.0
EN77569,Oregon,1,3,College,1/28/11,3,1,2,Married,L3,Offer2,Agent,Two-Door Car,1,3808.122147,94903,94,3,38,0,1,4,Friday,4,1,451.2
YP47665,Washington,0,1,Higher Education,1/25/11,3,0,1,Married,L3,Offer2,Agent,Four-Door Car,2,5408.911507,80192,67,22,24,0,7,1,Tuesday,4,1,95.193157
QO54008,Oregon,0,3,Higher Education,1/8/11,1,0,2,Divorced,L3,Offer1,Call Center,SUV,1,13419.39623,0,122,15,11,0,2,5,Saturday,1,1,827.786203
EQ59908,California,1,3,Higher Education,1/16/11,3,0,3,Married,L3,Offer3,Agent,Four-Door Car,2,3237.996209,60244,83,3,72,3,1,6,Sunday,2,1,326.281835
YU72540,Arizona,0,1,College,2/8/11,3,1,1,Married,L3,Offer1,Call Center,Four-Door Car,2,10357.62776,52735,65,21,19,0,2,1,Tuesday,6,2,123.512596
BZ50261,Arizona,0,1,High School or Below,1/14/11,3,1,1,Married,L2,Offer4,Branch,Two-Door Car,1,11619.91802,78275,72,12,36,0,2,4,Friday,2,1,25.336642
QE92747,Oregon,0,3,Bachelor,1/13/11,3,1,2,Married,L2,Offer1,Agent,Four-Door Car,2,8209.054963,77282,102,8,54,0,3,3,Thursday,2,1,489.6
KG83280,California,1,3,College,2/12/11,3,1,2,Divorced,L1,Offer1,Branch,Four-Door Car,2,3096.511217,21604,79,14,28,0,1,5,Saturday,6,2,379.2
IL42365,Arizona,0,3,High School or Below,1/29/11,3,1,2,Married,L2,Offer1,Branch,Luxury,2,4804.35851,51962,125,8,2,4,1,5,Saturday,4,1,788.206874
FI86516,Oregon,0,1,Bachelor,1/26/11,1,1,2,Single,L1,Offer1,Agent,Four-Door Car,1,4786.054889,0,68,4,67,0,9,2,Wednesday,4,1,489.6
FV14881,California,0,1,Higher Education,2/28/11,3,1,2,Married,L3,Offer4,Call Center,Luxury,2,15886.03136,56362,197,30,47,1,6,0,Monday,9,2,945.6
RR54950,Arizona,0,1,College,2/27/11,3,0,2,Married,L2,Offer1,Branch,Four-Door Car,1,5285.079293,85753,66,23,14,1,8,6,Sunday,8,2,316.8
FC70869,Arizona,0,3,High School or Below,2/1/11,3,1,2,Married,L2,Offer4,Web,Two-Door Car,2,2945.370362,36167,76,9,79,3,1,1,Tuesday,5,2,364.8
PB60303,Oregon,0,3,Higher Education,2/15/11,3,1,2,Married,L3,Offer4,Branch,Luxury,2,18089.79629,68568,223,5,28,1,6,1,Tuesday,7,2,1070.4
HO50571,California,1,3,College,2/14/11,3,1,2,Married,L3,Offer1,Branch,SUV,2,10208.92761,35482,129,21,59,0,3,0,Monday,7,2,619.2
BH86846,Washington,0,1,High School or Below,2/14/11,3,0,1,Married,L3,Offer4,Agent,Four-Door Car,2,20708.25881,92079,65,12,68,1,2,0,Monday,7,2,114.798771
PC42162,Oregon,0,3,Bachelor,1/26/11,1,0,2,Single,L3,Offer1,Branch,Two-Door Car,2,5247.852585,0,77,0,84,0,3,2,Wednesday,4,1,554.4
KD21661,California,0,3,College,2/5/11,1,0,2,Single,L2,Offer1,Agent,SUV,3,5179.55248,0,165,29,6,2,1,5,Saturday,5,2,1188.0
FZ73016,California,0,1,Bachelor,2/9/11,3,1,3,Married,L3,Offer1,Call Center,SUV,2,4513.435299,34558,113,32,24,0,1,2,Wednesday,6,2,376.529086
HJ19927,Nevada,0,1,Higher Education,2/16/11,2,0,1,Married,L3,Offer3,Agent,Four-Door Car,2,5297.625945,14775,69,11,44,0,5,2,Wednesday,7,2,170.939409
RJ99408,California,0,1,High School or Below,2/23/11,3,0,2,Married,L1,Offer3,Branch,Four-Door Car,2,5377.014781,35637,68,13,11,0,9,2,Wednesday,8,2,326.4
EL81968,Oregon,0,3,Bachelor,2/15/11,3,0,3,Married,L2,Offer2,Call Center,Two-Door Car,2,7661.388132,66726,97,3,60,1,7,1,Tuesday,7,2,335.840529
WU86174,California,0,1,Bachelor,2/24/11,1,1,2,Married,L3,Offer1,Branch,Four-Door Car,2,2677.279707,0,72,29,86,0,1,3,Thursday,8,2,345.6
DN21342,Oregon,0,3,College,1/17/11,1,1,2,Divorced,L2,Offer1,Web,Four-Door Car,1,6877.817669,0,96,25,71,0,6,0,Monday,3,1,460.8
PB60406,California,0,1,Higher Education,2/25/11,3,1,2,Single,L3,Offer1,Agent,Four-Door Car,1,5714.232848,79719,71,12,87,0,6,4,Friday,8,2,425.924132
IY37465,Arizona,1,1,Bachelor,1/26/11,3,0,2,Married,L3,Offer2,Call Center,Two-Door Car,2,4929.549699,25632,63,27,52,0,7,2,Wednesday,4,1,351.270869
LF55270,Oregon,1,3,College,2/1/11,3,1,1,Divorced,L2,Offer2,Agent,Four-Door Car,2,10484.91535,61108,89,22,93,0,2,1,Tuesday,5,2,49.451117
UV69038,California,0,3,College,1/11/11,1,0,2,Single,L2,Offer1,Branch,SUV,2,9490.406534,0,137,34,77,0,4,1,Tuesday,2,1,657.6
IS63925,Arizona,1,1,College,1/27/11,2,1,2,Divorced,L2,Offer1,Agent,SUV,1,7805.31287,21073,106,25,54,1,3,3,Thursday,4,1,508.8
CQ21583,Oregon,0,3,Higher Education,1/22/11,2,0,2,Married,L3,Offer2,Call Center,Four-Door Car,2,21274.34205,17932,79,8,38,0,2,5,Saturday,3,1,379.2
PR21713,Nevada,1,1,High School or Below,1/6/11,3,0,3,Married,L3,Offer2,Agent,Four-Door Car,3,5838.89915,81082,73,5,85,0,4,3,Thursday,1,1,281.295903
XE10977,Oregon,0,1,High School or Below,1/1/11,3,1,3,Married,L3,Offer2,Web,Two-Door Car,2,2677.495763,71684,66,7,17,0,1,5,Saturday,52,1,196.065149
JG87029,Oregon,0,1,High School or Below,1/4/11,3,0,2,Single,L2,Offer2,Call Center,Two-Door Car,1,2374.798861,57338,61,8,48,0,1,1,Tuesday,1,1,292.8
BK21146,Arizona,1,1,College,1/30/11,1,0,2,Married,L2,Offer1,Branch,SUV,2,22103.5072,0,102,35,48,0,2,6,Sunday,4,1,489.6
WE19034,Oregon,0,1,College,1/1/11,3,0,2,Married,L2,Offer4,Agent,Four-Door Car,1,2427.770513,24409,62,4,13,0,1,5,Saturday,52,1,297.6
DF62718,California,0,3,High School or Below,2/20/11,3,1,2,Married,L2,Offer4,Agent,Four-Door Car,3,7294.40195,83488,90,14,20,0,3,6,Sunday,7,2,432.784577
MS59254,Washington,0,3,High School or Below,1/27/11,1,0,2,Married,L1,Offer2,Branch,Two-Door Car,1,11360.46496,0,104,29,7,0,2,3,Thursday,4,1,773.346065
WC65050,California,0,1,Higher Education,2/16/11,3,1,2,Divorced,L2,Offer1,Branch,Two-Door Car,2,2811.956395,62537,71,19,64,1,1,2,Wednesday,7,2,354.199664
ST27958,Washington,1,1,College,2/11/11,2,0,2,Single,L3,Offer1,Agent,Four-Door Car,2,4386.277558,10621,67,28,22,0,5,4,Friday,6,2,321.6
XZ81226,Arizona,0,3,Bachelor,1/1/11,3,1,2,Married,L1,Offer1,Branch,Four-Door Car,2,6446.918637,43478,80,27,79,0,9,5,Saturday,52,1,384.0
TU53781,Oregon,1,3,Bachelor,2/10/11,3,1,2,Divorced,L3,Offer1,Agent,Luxury,2,8427.172486,46503,215,4,21,1,1,3,Thursday,6,2,1032.0
GC93551,Oregon,0,1,High School or Below,2/27/11,3,1,2,Divorced,L3,Offer1,Branch,Four-Door Car,2,5290.127299,27179,66,8,91,0,9,6,Sunday,8,2,344.201601
MO33279,California,0,1,College,1/12/11,3,1,2,Divorced,L2,Offer3,Agent,Two-Door Car,2,5592.455266,62229,70,13,26,0,5,2,Wednesday,2,1,336.0
LD20926,Arizona,0,3,Bachelor,1/31/11,1,1,2,Single,L2,Offer1,Call Center,Two-Door Car,3,18892.19767,0,92,34,39,1,2,0,Monday,5,1,441.6
PW90662,Oregon,0,3,College,1/27/11,3,0,3,Single,L2,Offer1,Web,SUV,2,13623.62257,67060,126,1,85,4,2,3,Thursday,4,1,339.000467
WS53288,Oregon,1,3,College,2/1/11,2,1,2,Single,L3,Offer1,Branch,Four-Door Car,1,25464.82059,13663,97,1,66,0,2,1,Tuesday,5,2,465.6
HE84643,California,0,1,High School or Below,2/1/11,1,1,2,Single,L3,Offer2,Branch,Four-Door Car,2,2175.624856,0,63,5,79,0,1,1,Tuesday,5,2,453.6
CL37990,Arizona,0,3,Bachelor,1/13/11,1,1,2,Single,L1,Offer1,Call Center,Four-Door Car,2,6699.222525,0,99,21,35,1,4,3,Thursday,2,1,699.67536
HR87252,California,0,1,Bachelor,2/13/11,3,1,2,Divorced,L3,Offer1,Branch,Luxury,2,9043.678095,97745,113,10,64,0,5,6,Sunday,6,2,695.136477
SB27146,Oregon,0,3,High School or Below,1/26/11,3,1,1,Single,L3,Offer3,Agent,Two-Door Car,2,4369.041685,26026,116,1,76,1,1,2,Wednesday,4,1,283.670312
KI58952,California,0,3,College,2/24/11,3,1,1,Single,L2,Offer1,Web,SUV,3,51337.90677,72794,164,3,47,1,2,3,Thursday,8,2,50.454459
RM21896,Oregon,0,3,College,1/19/11,3,1,1,Divorced,L3,Offer3,Call Center,Four-Door Car,2,28699.89392,47730,91,12,52,0,2,2,Wednesday,3,1,219.440024
JS38272,Arizona,1,3,College,1/19/11,1,0,2,Married,L2,Offer2,Agent,SUV,2,4270.034394,0,122,27,2,0,1,2,Wednesday,3,1,725.870693
NJ15094,Washington,0,1,Bachelor,2/18/11,1,1,2,Married,L3,Offer1,Agent,Four-Door Car,2,5345.994644,0,72,6,67,0,8,4,Friday,7,2,345.6
MZ88454,Oregon,0,1,Bachelor,1/24/11,1,1,2,Single,L1,Offer1,Call Center,Four-Door Car,2,4774.747415,0,70,20,81,0,9,0,Monday,4,1,336.0
PO27978,Oregon,0,1,Higher Education,2/19/11,3,1,3,Single,L1,Offer1,Call Center,Two-Door Car,2,14727.50526,97785,73,35,36,0,2,5,Saturday,7,2,236.614219
VT28596,California,0,1,High School or Below,2/24/11,1,1,2,Single,L2,Offer2,Branch,Four-Door Car,2,4755.47946,0,66,27,89,0,3,3,Thursday,8,2,712.309237
TI19722,Washington,1,3,Higher Education,2/18/11,3,0,1,Divorced,L2,Offer2,Branch,Four-Door Car,2,3436.134281,30817,88,25,43,0,1,4,Friday,7,2,91.834668
DO83038,California,0,1,College,1/21/11,3,1,1,Married,L3,Offer2,Call Center,Two-Door Car,2,8355.774443,64502,70,22,49,0,2,4,Friday,3,1,39.336222
AG62087,California,0,3,Bachelor,1/29/11,3,0,3,Married,L3,Offer3,Agent,Four-Door Car,2,3412.566597,30335,87,17,42,0,1,5,Saturday,4,1,326.132867
BA56812,Oregon,0,3,Higher Education,2/10/11,3,0,1,Divorced,L2,Offer4,Branch,Four-Door Car,2,6185.337641,21020,80,1,36,0,4,3,Thursday,6,2,178.371281
QF74147,California,0,1,College,1/15/11,3,1,1,Divorced,L2,Offer1,Call Center,Four-Door Car,2,8456.722498,84574,70,13,75,0,2,5,Saturday,2,1,167.459769
RN88075,Washington,0,3,Bachelor,2/6/11,1,1,2,Single,L1,Offer1,Branch,Two-Door Car,2,3021.938522,0,84,26,37,0,1,6,Sunday,5,2,700.725788
OG71924,Oregon,0,3,Higher Education,2/26/11,1,1,3,Married,L3,Offer2,Branch,Four-Door Car,3,6966.142868,0,93,28,3,0,8,5,Saturday,8,2,436.143226
YF87007,Oregon,1,3,High School or Below,2/19/11,2,1,2,Divorced,L1,Offer1,Agent,Four-Door Car,3,10083.48688,11828,90,18,84,0,2,5,Saturday,7,2,571.479602
ZL18631,Arizona,0,1,College,2/5/11,3,1,2,Married,L2,Offer2,Call Center,Four-Door Car,2,2539.990699,54889,63,32,94,0,1,5,Saturday,5,2,302.4
BZ71120,Oregon,0,1,College,1/17/11,3,1,3,Married,L2,Offer1,Branch,SUV,2,8456.455313,89918,105,15,72,0,9,0,Monday,3,1,367.230882
UP60200,California,0,3,Bachelor,2/2/11,3,0,1,Married,L2,Offer1,Call Center,Two-Door Car,2,26576.31541,87002,110,27,30,0,2,2,Wednesday,5,2,199.851173
XZ64172,Oregon,1,3,High School or Below,2/8/11,3,0,2,Divorced,L2,Offer1,Agent,Luxury,2,10963.95723,55687,276,33,91,0,1,1,Tuesday,6,2,1324.8
CA47176,Oregon,0,3,Bachelor,2/17/11,2,0,2,Married,L3,Offer1,Branch,Two-Door Car,1,9671.98323,17103,87,24,29,0,2,3,Thursday,7,2,417.6
CI68869,Arizona,0,1,College,1/8/11,1,1,2,Single,L3,Offer3,Agent,Two-Door Car,1,1898.683686,0,70,17,20,5,1,5,Saturday,1,1,702.020904
XT10744,Arizona,0,1,College,2/21/11,3,0,2,Married,L2,Offer2,Call Center,Two-Door Car,1,8595.146838,28441,73,10,98,0,2,0,Monday,8,2,686.020135
HT48275,Oregon,0,1,Bachelor,1/19/11,3,0,3,Married,L3,Offer2,Call Center,Two-Door Car,2,5532.753182,91212,69,9,92,0,6,2,Wednesday,3,1,270.311239
HB48073,Arizona,0,1,Bachelor,2/1/11,3,1,3,Married,L2,Offer1,Agent,SUV,2,9371.773682,66325,117,10,10,0,5,1,Tuesday,5,2,497.719213
MD43085,Oregon,0,3,Higher Education,2/8/11,3,1,3,Married,L3,Offer2,Call Center,Four-Door Car,2,3975.321516,67895,101,25,27,4,1,1,Tuesday,6,2,403.937672
NJ11986,Arizona,0,3,Higher Education,1/18/11,3,1,1,Single,L3,Offer1,Web,Two-Door Car,2,4456.016549,29550,114,16,70,1,1,1,Tuesday,3,1,118.750512
HH55884,Arizona,0,3,College,1/2/11,2,0,2,Single,L1,Offer1,Agent,Four-Door Car,2,3495.891476,10275,97,10,8,0,1,6,Sunday,52,1,465.6
JP69867,Nevada,0,3,College,2/19/11,3,0,2,Divorced,L3,Offer2,Call Center,Four-Door Car,3,8512.13221,61725,106,7,70,0,6,5,Saturday,7,2,508.8
FT86104,California,1,1,College,1/10/11,2,0,2,Single,L2,Offer1,Agent,Two-Door Car,2,4650.063763,28215,65,15,26,0,3,0,Monday,2,1,468.0
GV39658,Arizona,0,3,College,1/19/11,2,1,1,Divorced,L2,Offer1,Branch,SUV,2,13523.12989,10563,121,20,10,0,2,2,Wednesday,3,1,109.814874
GB66110,California,0,1,Bachelor,2/13/11,1,0,2,Single,L1,Offer1,Branch,Two-Door Car,1,4422.409799,0,62,10,97,0,3,6,Sunday,6,2,722.432062
VD51297,California,0,1,College,1/9/11,3,0,2,Single,L3,Offer4,Call Center,Four-Door Car,1,7320.98824,99722,61,6,48,0,2,6,Sunday,1,1,292.8
EP29567,Washington,0,3,Higher Education,1/24/11,2,0,2,Married,L1,Offer3,Web,Four-Door Car,2,7031.463693,16224,93,13,55,0,9,0,Monday,4,1,498.452698
PE59368,Washington,0,1,Bachelor,1/19/11,3,1,3,Married,L3,Offer1,Agent,Two-Door Car,2,5123.484988,72096,64,24,92,0,5,2,Wednesday,3,1,252.330905
DQ50538,Nevada,0,1,Bachelor,2/11/11,3,0,2,Married,L3,Offer1,Branch,SUV,2,9050.756606,63800,113,9,43,0,4,4,Friday,6,2,542.4
WP58340,Arizona,1,3,High School or Below,2/8/11,3,0,2,Divorced,L2,Offer1,Agent,Luxury,2,10963.95723,55687,276,33,91,0,1,1,Tuesday,6,2,1324.8
TM23788,California,0,3,High School or Below,2/9/11,1,0,2,Divorced,L3,Offer2,Agent,Four-Door Car,2,6039.020697,0,89,6,49,1,3,2,Wednesday,6,2,640.8
UF44021,California,0,1,Bachelor,1/2/11,1,0,2,Single,L2,Offer1,Agent,Two-Door Car,2,2108.493744,0,61,8,91,0,1,6,Sunday,52,1,351.85681
WB96917,California,0,3,College,1/3/11,3,0,1,Single,L1,Offer4,Call Center,Two-Door Car,2,9875.092794,29598,87,2,70,0,2,0,Monday,1,1,150.926696
MN95006,California,0,1,Bachelor,1/10/11,3,0,1,Married,L2,Offer4,Call Center,Luxury,2,6928.601611,22907,180,13,86,2,1,0,Monday,2,1,49.18776
NP60037,Oregon,0,1,Bachelor,2/23/11,3,0,2,Divorced,L3,Offer1,Web,Luxury,2,14318.44839,22697,186,35,39,1,8,2,Wednesday,8,2,892.8
NQ71171,California,0,1,Bachelor,2/2/11,3,0,1,Married,L2,Offer1,Agent,Four-Door Car,2,5107.071054,70174,64,18,80,0,7,2,Wednesday,5,2,128.90032
SM58898,California,0,1,High School or Below,2/18/11,3,1,2,Married,L1,Offer4,Call Center,SUV,2,17223.89108,85378,107,7,4,0,2,4,Friday,7,2,513.6
